rank,school_district_geoid,school_district_name,school_district_type,county,beds_code,ida_names,num_projects,unique_beneficiaries,total_school_exemption,total_school_pilot_due,total_school_pilot_made,total_school_revenue_lost,annual_school_revenue_lost,pilot_shortfall,total_levy,enrollment,per_pupil_spending,total_budget,true_value_rate,exemption_pct_of_levy,per_pupil_impact,annual_per_pupil_impact,pct_per_pupil_spending,num_donor_beneficiaries,total_donated_from_district,donor_rate,top_beneficiary,top_beneficiary_loss,top_beneficiary_donated,earliest_project,latest_project,st3_matched,flag_high_impact,flag_high_per_pupil,flag_donor_connected,headline
373,3609390,Dundee Central School District,unified,123,680801,Yates County Industrial Development Agency,14,3,114101.18,77795.46,77998.8,36102.38,36102.38,0.0,5856697.0,630.0,32120.85,20236136.0,0.0,0.6164,57.31,57.31,0.1784,1,500.0,33.33,PACO PALACE,17679.59,0.0,02/16/2022,05/18/2011,Yes,No,No,No,"Dundee Central School District lost $36,102 in school property taxes because 14 IDA project(s) received exemptions. The largest beneficiary accounts for $17,680."
374,3627150,Solvay Union Free School District,unified,067,420702,Onondaga County Industrial Development Agency,8,1,74350.27,48710.57,48710.57,35271.85,35271.85,0.0,16280000.0,1390.0,28129.5,39100000.0,0.0,0.2167,25.38,25.38,0.0902,0,0.0,0.0,ROCK TENN SOLVAY,35271.85,0.0,01/15/2013,01/15/2013,Yes,No,No,No,"Solvay Union Free School District lost $35,272 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $35,272."
375,3624990,Roosevelt Union Free School District,unified,059,280208,Hempstead Industrial Development Agency,8,2,269082.0,233399.0,234338.0,34972.0,34972.0,0.0,23682482.0,3408.0,36156.71,123222068.0,0.0,0.1477,10.26,10.26,0.0284,1,50.0,50.0,PARABIT REALTY,34972.0,0.0,02/24/2022,05/28/2014,Yes,No,No,No,"Roosevelt Union Free School District lost $34,972 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $34,972."
376,3618990,Menands Union Free School District,unified,001,010615,Albany County Industrial Development Agency|Colonie Industrial Development Agency,7,3,131302.53,97195.77,97195.77,34106.76,34106.76,0.0,7469448.0,296.0,36559.53,10821622.0,0.0,0.4566,115.23,115.23,0.3152,0,0.0,0.0,BLK PROPERTY VENTURES KASSELMAN SOLAR AND ALBANY ELECTRICAL SUPPLY,34106.76,0.0,01/25/2021,11/01/2023,Yes,No,No,No,"Menands Union Free School District lost $34,107 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $34,107."
377,3604530,Bemus Point Central School District,unified,013,061001,Chautauqua Industrial Development Agency,6,1,35584.27,2560.09,2560.09,33024.18,33024.18,0.0,9316717.0,659.0,24408.1,16084938.0,0.0,0.3545,50.11,50.11,0.2053,0,0.0,0.0,MARLIN E YONKERS,33024.18,0.0,03/26/2019,03/26/2019,Yes,No,No,No,"Bemus Point Central School District lost $33,024 in school property taxes because 6 IDA project(s) received exemptions. The largest beneficiary accounts for $33,024."
378,3617430,Lisbon Central School District,unified,089,511602,St. Lawrence County Industrial Development Agency,5,2,35901.0,4963.76,4963.76,30937.24,30937.24,0.0,3907019.0,590.0,27141.54,16013511.0,0.0,0.7918,52.44,52.44,0.1932,0,0.0,0.0,MAXAM NORTH AMERICA,26527.0,0.0,08/07/2008,09/25/2014,Yes,No,No,No,"Lisbon Central School District lost $30,937 in school property taxes because 5 IDA project(s) received exemptions. The largest beneficiary accounts for $26,527."
379,3623010,Pine Bush Central School District,unified,071,440401,Sullivan County Industrial Development Agency|Wallkill Industrial Development Agency,8,2,145344.51,115878.06,115878.06,29466.45,29466.45,0.0,60653020.0,4639.0,27755.84,128759335.0,0.0,0.0486,6.35,6.35,0.0229,0,0.0,0.0,BLOOMINGBURG HOUSING ASSOCIATES,15635.83,0.0,02/08/2000,12/31/2010,Yes,No,No,No,"Pine Bush Central School District lost $29,466 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $15,636."
380,3622140,South Seneca Central School District,unified,099,560501,Seneca County Industrial Development Agency,15,3,57356.85,28293.92,28293.92,29083.86,29083.86,0.0,8653365.0,655.0,39497.2,25870667.0,0.0,0.3361,44.4,44.4,0.1124,0,0.0,0.0,PINE TREE FARMS,15630.24,0.0,06/05/2014,11/04/2021,Yes,No,No,No,"South Seneca Central School District lost $29,084 in school property taxes because 15 IDA project(s) received exemptions. The largest beneficiary accounts for $15,630."
381,3600018,Chautauqua Lake Central School District,unified,013,060503,Chautauqua Industrial Development Agency,2,1,36824.38,9207.62,9207.62,27616.76,27616.76,0.0,12541220.0,805.0,29298.96,23585665.0,0.0,0.2202,34.31,34.31,0.1171,0,0.0,0.0,CHAUTAUQUA REGIONAL PROPERTIES,27616.76,0.0,10/30/2007,10/30/2007,Yes,No,No,No,"Chautauqua Lake Central School District lost $27,617 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $27,617."
382,3627570,Southern Cayuga Central School District,unified,011,050701,Cayuga Industrial Development Agency,22,5,178936.73,153393.09,153393.09,25543.64,25543.64,0.0,8194051.0,690.0,27136.22,18723991.0,0.0,0.3117,37.02,37.02,0.1364,1,1000.0,20.0,INNS OF AURORA,19359.72,1000.0,04/16/2024,09/19/2024,Yes,No,No,No,"Southern Cayuga Central School District lost $25,544 in school property taxes because 22 IDA project(s) received exemptions. The largest beneficiary accounts for $19,360. That company donated $1,000 to political campaigns while receiving the exemption."
383,3614250,Hermon-DeKalb Central School District,unified,089,511301,St. Lawrence County Industrial Development Agency,3,1,31595.0,7025.0,7025.0,24570.0,24570.0,0.0,2664018.0,414.0,32746.68,13557125.0,0.0,0.9223,59.35,59.35,0.1812,0,0.0,0.0,ASA OMNI NAVITAS,24570.0,0.0,10/09/2020,10/09/2020,Yes,No,No,No,"Hermon-DeKalb Central School District lost $24,570 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $24,570."
384,3628680,Ticonderoga Central School District,unified,031,151501,Essex County Industrial Development Agency,2,1,24263.83,0.0,0.0,24263.83,24263.83,0.0,12703524.0,728.0,29949.83,21803473.0,0.0,0.191,33.33,33.33,0.1113,0,0.0,0.0,NORTH COUNTRY COMMUNITY COLLEGE,24263.83,0.0,06/22/2004,06/22/2004,Yes,No,No,No,"Ticonderoga Central School District lost $24,264 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $24,264."
385,3606720,Catskill Central School District,unified,039,190401,Greene County Industrial Development Agency,4,1,64974.0,41920.0,41920.0,23054.0,23054.0,0.0,20335067.0,1300.0,37366.15,48576001.0,0.0,0.1134,17.73,17.73,0.0475,0,0.0,0.0,CAMPTOWN,23054.0,0.0,09/17/2020,09/17/2020,Yes,No,No,No,"Catskill Central School District lost $23,054 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $23,054."
386,3602580,Alexander Central School District,unified,037,180202,Genesee County Industrial Development Agency,4,1,34991.99,12372.0,12372.0,22619.99,22619.99,0.0,5306990.0,784.0,24750.13,19404099.0,0.0,0.4262,28.85,28.85,0.1166,0,0.0,0.0,RPNY SOLAR 6,22619.99,0.0,12/01/2022,12/01/2022,Yes,No,No,No,"Alexander Central School District lost $22,620 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $22,620."
387,3612990,Springville-Griffith Institute Central School,unified,029,141101,Concord Industrial Development Agency,4,2,51866.58,29835.21,29835.21,22031.37,22031.37,0.0,18335502.0,1599.0,27156.41,43423097.0,0.0,0.1202,13.78,13.78,0.0507,2,2118.0,100.0,ROBERT MATTISON,17081.75,300.0,06/01/2001,09/09/2006,Yes,No,No,No,"Springville-Griffith Institute Central School lost $22,031 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $17,082. That company donated $300 to political campaigns while receiving the exemption."
388,3612900,Greenwich Central School District,unified,115,640801,Warren and Washington Counties Industrial Development Agency,7,1,61818.99,39798.08,39798.08,22020.91,22020.91,0.0,11965473.0,890.0,26190.34,23309400.0,0.0,0.184,24.74,24.74,0.0945,0,0.0,0.0,TED BEAROR,22020.91,0.0,09/12/2018,09/12/2018,Yes,No,No,No,"Greenwich Central School District lost $22,021 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $22,021."
389,3618690,William Floyd Union Free School District,unified,103,580232,Brookhaven Industrial Development Agency,17,2,44188.0,23117.0,23117.0,21071.0,21071.0,0.0,97888275.0,8947.0,29621.4,265022650.0,0.0,0.0215,2.36,2.36,0.008,0,0.0,0.0,NICSTENIK,21071.0,0.0,06/05/2018,09/20/2017,Yes,No,No,No,"William Floyd Union Free School District lost $21,071 in school property taxes because 17 IDA project(s) received exemptions. The largest beneficiary accounts for $21,071."
390,3621250,Northeastern Clinton Central School District,unified,019,131101,Clinton County Industrial Development Agency,4,2,61743.72,41909.25,41909.22,19834.5,19834.5,0.03,16973699.0,631.0,39681.64,25039114.0,0.0,0.1169,31.43,31.43,0.0792,0,0.0,0.0,ERS ROUSES POINT,19834.5,0.0,02/08/2021,03/20/2023,Yes,No,No,No,"Northeastern Clinton Central School District lost $19,834 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $19,834."
391,3602310,Glens Falls Common School District,unified,113,630300,Glens Falls Industrial Development Agency|Warren and Washington Counties Industrial Development Agency,14,2,54042.9,36267.09,36267.09,17775.81,17775.81,0.0,22844597.0,1968.0,25703.66,50584799.0,0.0,0.0778,9.03,9.03,0.0351,0,0.0,0.0,PETER D HOFFMAN,17775.81,0.0,03/05/2015,11/28/2002,Yes,No,No,No,"Glens Falls Common School District lost $17,776 in school property taxes because 14 IDA project(s) received exemptions. The largest beneficiary accounts for $17,776."
392,3614490,Hinsdale Central School District,unified,009,041401,Cattaraugus Industrial Development Agency,9,2,78830.03,62488.57,62488.57,16341.46,16341.46,0.0,2174204.0,376.0,29955.85,11263400.0,0.0,0.7516,43.46,43.46,0.1451,1,3952.71,50.0,SANZO BEVERAGE,16341.46,3952.71,02/07/2023,03/17/2015,Yes,No,No,No,"Hinsdale Central School District lost $16,341 in school property taxes because 9 IDA project(s) received exemptions. The largest beneficiary accounts for $16,341. That company donated $3,953 to political campaigns while receiving the exemption."
393,3608430,Cornwall Central School District,unified,071,440301,Orange County Industrial Development Agency,2,1,14794.62,10033.75,0.0,14794.62,14794.62,10033.75,50965243.0,3107.0,26215.51,81451598.0,0.0,0.029,4.76,4.76,0.0182,0,0.0,0.0,ROBERT OR SHELLY GRAY CENTERLINE STUDIOS,14794.62,0.0,04/19/2011,04/19/2011,Yes,No,No,No,"Cornwall Central School District lost $14,795 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $14,795."
394,3621330,Norwich City School District,unified,017,081200,Chenango Industrial Development Agency,12,4,50829.5,42472.12,42472.12,13172.8,13172.8,0.0,12250159.0,1634.0,28148.85,45995227.0,0.0,0.1075,8.06,8.06,0.0286,1,1200.0,25.0,L A NAJARIAN,11493.8,0.0,01/20/2016,12/20/2006,Yes,No,No,No,"Norwich City School District lost $13,173 in school property taxes because 12 IDA project(s) received exemptions. The largest beneficiary accounts for $11,494."
395,3606240,Camden Central School District,unified,065,410601,Oneida County Industrial Development Agency,3,1,46834.52,37334.61,37334.61,12512.0,12512.0,0.0,12175025.0,2058.0,26103.29,53720581.0,0.0,0.1028,6.08,6.08,0.0233,0,0.0,0.0,CAMDEN RENEWABLES,12512.0,0.0,08/20/2021,08/20/2021,Yes,No,No,No,"Camden Central School District lost $12,512 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $12,512."
396,3620970,North Collins Central School District,unified,029,142201,Erie County Industrial Development Agency,2,1,38750.52,29085.66,29085.66,9664.86,9664.86,0.0,5757938.0,550.0,30497.86,16773821.0,0.0,0.1679,17.57,17.57,0.0576,0,0.0,0.0,NIAGARA ENERGY,9664.86,0.0,07/10/2002,07/10/2002,Yes,No,No,No,"North Collins Central School District lost $9,665 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $9,665."
397,3625740,Saranac Lake Central School District,unified,033,091402,Essex County Industrial Development Agency|Franklin County Industrial Development Agency,31,6,54909.72,46615.03,46615.03,9594.28,9594.28,0.0,14529153.0,1505.0,26779.93,40303794.0,0.0,0.066,6.37,6.37,0.0238,0,0.0,0.0,HIGH PEAKS DISTRIBUTING,9594.28,0.0,03/29/2024,10/04/1998,Yes,No,No,No,"Saranac Lake Central School District lost $9,594 in school property taxes because 31 IDA project(s) received exemptions. The largest beneficiary accounts for $9,594."
398,3604200,Beaver River Central School District,unified,049,231301,Lewis County Industrial Development Agency,8,1,42528.0,33064.3,33064.3,9463.7,9463.7,0.0,5732904.0,842.0,22725.84,19135156.0,0.0,0.1651,11.24,11.24,0.0495,0,0.0,0.0,MDBB ENTERPRISES,9463.7,0.0,01/02/2014,01/02/2014,Yes,No,No,No,"Beaver River Central School District lost $9,464 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $9,464."
399,3611910,General Brown Central School District,unified,045,220401,Jefferson Industrial Development Agency,10,3,70987.61,63232.23,63232.23,9443.84,9443.84,0.0,8887222.0,1450.0,17927.3,25994591.0,0.0,0.1063,6.51,6.51,0.0363,0,0.0,0.0,SCHOLASTIC STRUCTURES,4989.39,0.0,08/06/2020,10/20/2005,Yes,No,No,No,"General Brown Central School District lost $9,444 in school property taxes because 10 IDA project(s) received exemptions. The largest beneficiary accounts for $4,989."
400,3616470,Lake George Central School District,unified,113,630701,Warren and Washington Counties Industrial Development Agency,7,3,263246.9,255100.58,255100.58,8146.32,8146.32,0.0,20972000.0,645.0,37779.31,24367652.0,0.0,0.0388,12.63,12.63,0.0334,1,200.0,33.33,KATHRYN FLACKE MUNCIL,6887.73,200.0,02/02/2022,05/17/2023,Yes,No,No,No,"Lake George Central School District lost $8,146 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $6,888. That company donated $200 to political campaigns while receiving the exemption."
401,3617970,Lyndonville Central School District,unified,073,451001,Orleans County Industrial Development Agency,12,3,30361.63,22561.9,22561.9,7799.73,7799.73,0.0,4618740.0,615.0,25536.51,15704953.0,0.0,0.1689,12.68,12.68,0.0497,0,0.0,0.0,EMPIRE FRUIT,7799.73,0.0,02/08/2019,11/10/2016,Yes,No,No,No,"Lyndonville Central School District lost $7,800 in school property taxes because 12 IDA project(s) received exemptions. The largest beneficiary accounts for $7,800."
402,3625110,Roxbury Central School District,unified,025,121502,Delaware County Industrial Development Agency,5,1,38413.24,32371.05,32371.05,6042.19,6042.19,0.0,5910313.0,246.0,41521.82,10214367.0,0.0,0.1022,24.56,24.56,0.0592,0,0.0,0.0,GREGORY HENDERSON,6042.19,0.0,07/11/2006,07/31/2009,Yes,No,No,No,"Roxbury Central School District lost $6,042 in school property taxes because 5 IDA project(s) received exemptions. The largest beneficiary accounts for $6,042."
403,3604110,Bayport-Blue Point Union Free School District,unified,103,580505,Islip Industrial Development Agency,10,3,1918983.15,1913508.61,1913508.61,5474.54,5474.54,0.0,57468219.0,1812.0,44685.07,80969342.0,0.0,0.0095,3.02,3.02,0.0068,1,150.0,33.33,NBTY CARTWRIGHT LOOP EXP,5474.54,0.0,01/05/1999,09/23/2008,Yes,No,No,No,"Bayport-Blue Point Union Free School District lost $5,475 in school property taxes because 10 IDA project(s) received exemptions. The largest beneficiary accounts for $5,475."
404,3625440,Salamanca City School District,unified,009,043200,Salamanca Industrial Development Agency,11,2,7054.07,1561.22,1942.22,5111.85,5111.85,0.0,250000.0,1412.0,33593.62,47434191.0,0.0,2.0447,3.62,3.62,0.0108,0,0.0,0.0,XUANG LI,3409.87,0.0,03/01/2020,12/10/1998,Yes,No,No,No,"Salamanca City School District lost $5,112 in school property taxes because 11 IDA project(s) received exemptions. The largest beneficiary accounts for $3,410."
405,3606180,Caledonia-Mumford Central School District,unified,055,240201,Livingston County Industrial Development Agency|Monroe Industrial Development Agency,9,3,24389.08,19446.51,19446.51,4942.57,4942.57,0.0,7575001.0,790.0,24619.25,19449205.0,0.0,0.0652,6.26,6.26,0.0254,0,0.0,0.0,MATTICE BROTHERS PROPERTIES,4942.57,0.0,01/06/2023,05/06/2011,Yes,No,No,No,"Caledonia-Mumford Central School District lost $4,943 in school property taxes because 9 IDA project(s) received exemptions. The largest beneficiary accounts for $4,943."
406,3629040,Tuckahoe Union Free School District,unified,119,660302,Westchester County Industrial Development Agency,4,1,1224336.0,1270598.0,1280598.0,4100.0,4100.0,0.0,30403982.0,1094.0,34941.04,38225500.0,0.0,0.0135,3.75,3.75,0.0107,0,0.0,0.0,MARBLE HALL TUCKAHOE LIMITED PARTNERSHIP,4100.0,0.0,01/28/2021,01/28/2021,Yes,No,No,No,"Tuckahoe Union Free School District lost $4,100 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $4,100."
407,3624090,Randolph Central School District,unified,009,043001,Cattaraugus Industrial Development Agency,4,1,6100.94,2351.49,2351.49,3749.45,3749.45,0.0,4777911.0,881.0,23757.1,20930008.0,0.0,0.0785,4.26,4.26,0.0179,0,0.0,0.0,SIX SMITHS PROPERTIES,3749.45,0.0,07/25/2017,07/25/2017,Yes,No,No,No,"Randolph Central School District lost $3,749 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $3,749."
408,3626850,Sidney Central School District,unified,025,121601,Delaware County Industrial Development Agency,3,1,14778.53,11247.9,11247.9,3530.63,3530.63,0.0,6708527.0,1094.0,26322.86,28797209.0,0.0,0.0526,3.23,3.23,0.0123,1,256.0,100.0,JOHN HUFF,3530.63,256.0,12/10/2002,12/10/2002,Yes,No,No,No,"Sidney Central School District lost $3,531 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $3,531. That company donated $256 to political campaigns while receiving the exemption."
409,3627750,Spencer-Van Etten Central School District,unified,107,600801,Tioga County Industrial Development Agency,6,1,243803.6,248216.75,248216.75,3472.07,3472.07,0.0,7331460.0,818.0,30548.31,24988515.0,0.0,0.0474,4.24,4.24,0.0139,0,0.0,0.0,SPENCER TIOGA SOLAR,3472.07,0.0,04/04/2018,04/04/2018,Yes,No,No,No,"Spencer-Van Etten Central School District lost $3,472 in school property taxes because 6 IDA project(s) received exemptions. The largest beneficiary accounts for $3,472."
410,3607650,Thousand Islands Central School District,unified,045,220701,Jefferson Industrial Development Agency,7,2,37734.05,41090.78,41090.78,3211.97,3211.97,0.0,11822499.0,900.0,25469.43,22922490.0,0.0,0.0272,3.57,3.57,0.014,0,0.0,0.0,ASA CLAYTON NY SOLAR I,3211.97,0.0,08/06/2020,10/15/2020,Yes,No,No,No,"Thousand Islands Central School District lost $3,212 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $3,212."
411,3626580,Sharon Springs Central School District,unified,095,541401,Schoharie County Industrial Development Agency,8,1,25302.07,23600.0,23600.0,2700.7,2700.7,0.0,2399766.0,292.0,34961.67,10208809.0,0.0,0.1125,9.25,9.25,0.0265,0,0.0,0.0,KYU SUNG CHO SHARON SPRINGS,2700.7,0.0,05/26/2016,05/26/2016,Yes,No,No,No,"Sharon Springs Central School District lost $2,701 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $2,701."
412,3625320,Florida Union Free School District,unified,071,442115,Orange County Industrial Development Agency,3,1,75247.55,73321.76,73321.36,1926.19,1926.19,0.4,16069575.0,721.0,33820.86,24384840.0,0.0,0.012,2.67,2.67,0.0079,1,16200.0,100.0,PHARMLINE,1926.19,16200.0,05/15/2013,05/15/2013,Yes,No,No,Yes,"Florida Union Free School District lost $1,926 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $1,926. That company donated $16,200 to political campaigns while receiving the exemption."
413,3630630,West Genesee Central School District,unified,067,420101,Onondaga County Industrial Development Agency,11,3,1002078.78,1100514.0,1100514.0,1155.0,1155.0,0.0,53809708.0,4320.0,22518.46,97279760.0,0.0,0.0021,0.27,0.27,0.0012,0,0.0,0.0,SYSCO SYRACUSE,1155.0,0.0,03/09/2021,05/12/2011,Yes,No,No,No,"West Genesee Central School District lost $1,155 in school property taxes because 11 IDA project(s) received exemptions. The largest beneficiary accounts for $1,155."
414,3628800,Town of Webb Union Free School District,unified,043,211901,Herkimer Industrial Development Agency,9,4,2165.51,1250.49,1250.49,915.02,915.02,0.0,6599698.0,245.0,43413.06,10636200.0,0.0,0.0139,3.73,3.73,0.0086,1,4500.0,25.0,OLD FORGE PROPERTIES ENCHANTED FOREST WATER SAFARI,915.02,0.0,04/26/2012,10/25/2012,Yes,No,No,No,Town of Webb Union Free School District lost $915 in school property taxes because 9 IDA project(s) received exemptions. The largest beneficiary accounts for $915.
415,3620220,Naples Central School District,unified,069,431201,Ontario County Industrial Development Agency,6,1,321539.87,321279.94,321421.02,118.85,118.85,0.0,12668202.0,617.0,36204.29,22338047.0,0.0,0.0009,0.19,0.19,0.0005,1,2250.0,100.0,TROSER LEASING,118.85,2250.0,06/28/2011,06/28/2011,Yes,No,No,No,"Naples Central School District lost $119 in school property taxes because 6 IDA project(s) received exemptions. The largest beneficiary accounts for $119. That company donated $2,250 to political campaigns while receiving the exemption."
416,3017610,Manhattan School,elementary,031,,Westchester County Industrial Development Agency,8,1,1159244.0,1159244.0,1159244.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,FAIRVIEW HOUSING D B A GREENBURGH HOUSING,1.0,0.0,12/07/2006,12/07/2006,No,No,No,No,Manhattan School lost $1 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $1.
417,3600125,Eastport-South Manor Central School District,unified,103,580912,Brookhaven Industrial Development Agency,8,1,0.0,0.0,0.0,0.0,0.0,0.0,60027760.0,2730.0,38084.35,103970263.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,GREENWOOD ENERGY HOLDINGS,0.0,0.0,11/18/2015,11/18/2015,Yes,No,No,No,Eastport-South Manor Central School District lost $0 in school property taxes because 8 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
418,3607290,Chenango Valley Central School District,unified,007,030701,Broome Industrial Development Agency,4,2,0.0,0.0,0.0,0.0,0.0,0.0,20928766.0,1638.0,27058.87,44322437.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,HASHEY ENTEPRISES SYNERGY ATHLETICS,0.0,0.0,02/16/2022,12/18/2019,Yes,No,No,No,Chenango Valley Central School District lost $0 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
419,3623640,Portville Central School District,unified,009,042901,Cattaraugus Industrial Development Agency,3,1,0.0,0.0,0.0,0.0,0.0,0.0,4871122.0,995.0,22569.49,22456639.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,MEGALOMANIA,0.0,0.0,06/21/2022,06/21/2022,Yes,No,No,No,Portville Central School District lost $0 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
420,3630900,West Valley Central School District,unified,009,040204,Cattaraugus Industrial Development Agency,2,1,865.66,865.66,865.66,0.0,0.0,0.0,2927113.0,211.0,43107.57,9095698.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,RUSSELL S RV STORAGE,0.0,0.0,12/13/2022,12/13/2022,Yes,No,No,No,West Valley Central School District lost $0 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
421,3607680,Cleveland Hill Union Free School District,unified,029,140703,Chautauqua Industrial Development Agency,3,1,0.0,0.0,0.0,0.0,0.0,0.0,13116808.0,1390.0,25507.64,35455618.0,0.0,0.0,0.0,0.0,0.0,1,20.0,100.0,UNITED CEREBRAL PALSY,0.0,20.0,07/01/2002,07/01/2002,Yes,No,No,No,Cleveland Hill Union Free School District lost $0 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $20 to political campaigns while receiving the exemption.
422,3622410,Panama Central School District,unified,013,061601,Chautauqua Industrial Development Agency,3,1,0.0,0.0,0.0,0.0,0.0,0.0,3464980.0,445.0,30387.95,13522638.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,CUMMINS,0.0,0.0,02/17/2015,03/28/2023,Yes,No,No,No,Panama Central School District lost $0 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
423,3612750,Greene Central School District,unified,017,080601,Chenango Industrial Development Agency,2,2,0.0,0.0,0.0,0.0,0.0,0.0,7428408.0,950.0,31943.58,30346400.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,NSF COVENTRY SITE 2,0.0,0.0,08/01/2023,08/01/2023,Yes,No,No,No,Greene Central School District lost $0 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
424,3615210,Kinderhook Central School District (Ichabod Crane),unified,021,101401,Columbia Industrial Development Agency,1,1,0.0,0.0,0.0,0.0,0.0,0.0,25927527.0,1696.0,27531.29,46693075.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,AMERICAN BIO MEDICAL,0.0,0.0,03/20/2012,03/20/2012,Yes,No,No,No,Kinderhook Central School District (Ichabod Crane) lost $0 in school property taxes because 1 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
425,3629820,Walton Central School District,unified,025,121901,Delaware County Industrial Development Agency,7,1,0.0,0.0,0.0,0.0,0.0,0.0,7025000.0,827.0,27649.74,22866338.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,DAVID POLGE CEO,0.0,0.0,05/15/2007,05/15/2007,Yes,No,No,No,Walton Central School District lost $0 in school property taxes because 7 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
426,3609060,Deposit Central School District,unified,025,031301,Delaware County Industrial Development Agency,4,1,75672.67,75672.67,75672.67,0.0,0.0,0.0,8475283.0,460.0,38671.45,17788865.0,0.0,0.0,0.0,0.0,0.0,1,23092.76,100.0,MARK WILSON,0.0,23092.76,01/20/2010,01/20/2010,Yes,No,No,Yes,"Deposit Central School District lost $0 in school property taxes because 4 IDA project(s) received exemptions. The largest beneficiary accounts for $0. That company donated $23,093 to political campaigns while receiving the exemption."
427,3616500,Lake Placid Central School District,unified,031,151102,Essex County Industrial Development Agency,10,3,0.0,0.0,0.0,0.0,0.0,0.0,16675694.0,554.0,37746.83,20911744.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,LAKE PLACID HOTEL PARTNERS,0.0,0.0,04/22/2021,07/18/2018,Yes,No,No,No,Lake Placid Central School District lost $0 in school property taxes because 10 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
428,3629160,Tupper Lake Central School District,unified,033,160101,Franklin County Industrial Development Agency,3,1,7602.72,15478.63,15478.63,0.0,0.0,0.0,9275397.0,770.0,29468.89,22691048.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,CHURCH STREET NY,0.0,0.0,05/23/2022,05/23/2022,Yes,No,No,No,Tupper Lake Central School District lost $0 in school property taxes because 3 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
429,3615980,Johnstown City School District,unified,035,170600,Fulton County Industrial Development Agency,2,1,0.0,0.0,0.0,0.0,0.0,0.0,11261290.0,1577.0,26012.09,41021071.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,CENTURY LINEN AND UNIFORM,0.0,0.0,02/12/2019,02/12/2019,Yes,No,No,No,Johnstown City School District lost $0 in school property taxes because 2 IDA project(s) received exemptions. The largest beneficiary accounts for $0.
